area,area_unit,perimeter,perimeter_unit,n_central_vessel,n_portal_vessel,central_vessel_cross_section,central_vessel_cross_section_unit,portal_vessel_cross_section,portal_vessel_cross_section_unit,compactness,compactness_unit,area_without_vessels,area_without_vessels_unit,minimum_bounding_radius,minimum_bounding_radius_unit,species,subject,roi
60918.38553068536,µm$^2$,38.82842712474619,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6001264437073525,-,60918.38553068536,µm$^$2,216.76001026199143,µm,mouse,MNT-021,0
151449.8751387872,µm$^2$,59.31370849898475,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6393707114269899,-,151449.8751387872,µm$^$2,299.9809260721677,µm,mouse,MNT-021,0
293169.7303664233,µm$^2$,82.87005768508878,µm,0,1,0.0,µm$^$2,7614.79819133567,µm$^$2,0.6340416984354093,-,290208.4199586816,µm$^$2,410.5888102095483,µm,mouse,MNT-021,0
938312.3549101398,µm$^2$,155.25483399593904,µm,0,1,0.0,µm$^$2,7614.79819133567,µm$^$2,0.5781641349975759,-,937889.3105661767,µm$^$2,763.5149677518718,µm,mouse,MNT-021,0
364241.18015222286,µm$^2$,96.8700576850888,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5765060949369002,-,364241.18015222286,µm$^$2,456.684641272076,µm,mouse,MNT-021,0
267364.02538467466,µm$^2$,73.7989898732233,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7291151321972457,-,267364.02538467466,µm$^$2,352.16335711534634,µm,mouse,MNT-021,0
39766.168332530724,µm$^2$,29.656854249492383,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6715178421691288,-,39766.168332530724,µm$^$2,144.09617304547572,µm,mouse,MNT-021,0
33843.547517047424,µm$^2$,24.485281374238575,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.8384161921126927,-,33843.547517047424,µm$^$2,128.08664436356622,µm,mouse,MNT-021,0
846.0886879261856,µm$^2$,4.0,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7853981633974483,-,846.0886879261856,µm$^$2,20.568041811584614,µm,mouse,MNT-021,0
368471.62359185383,µm$^2$,89.2132034355964,µm,0,1,0.0,µm$^$2,2115.221719815464,µm$^$2,0.687606154263739,-,367837.05707590916,µm$^$2,442.45960655534736,µm,mouse,MNT-021,0
401892.1267649381,µm$^2$,99.7989898732233,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5993095283531071,-,401892.1267649381,µm$^$2,494.76390257308236,µm,mouse,MNT-021,0
360856.82540051814,µm$^2$,91.55634918610403,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6393695746168483,-,360856.82540051814,µm$^$2,474.85011880837567,µm,mouse,MNT-021,0
142142.89957159918,µm$^2$,59.31370849898475,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6000797738532643,-,142142.89957159918,µm$^$2,318.9704762562263,µm,mouse,MNT-021,0
249173.11859426164,µm$^2$,69.21320343559641,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7725333953093202,-,249173.11859426164,µm$^$2,351.7676372397049,µm,mouse,MNT-021,0
324898.05616365524,µm$^2$,86.62741699796949,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6430287018168173,-,324898.05616365524,µm$^$2,451.795192495662,µm,mouse,MNT-021,0
109991.52943040413,µm$^2$,47.31370849898476,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7297586250446967,-,109991.52943040413,µm$^$2,234.8412751665491,µm,mouse,MNT-021,0
418813.90052346187,µm$^2$,99.45584412271567,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6288606892938726,-,418813.90052346187,µm$^$2,459.9153965476111,µm,mouse,MNT-021,0
1022075.1350148321,µm$^2$,156.91168824543144,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6165470272846441,-,1022075.1350148321,µm$^$2,767.5214973983509,µm,mouse,MNT-021,0
498769.2815324864,µm$^2$,110.18376618407352,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6101806731486826,-,498769.2815324864,µm$^$2,556.6686464612189,µm,mouse,MNT-021,0
82493.6470728031,µm$^2$,45.89949493661167,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5815655417112956,-,82493.6470728031,µm$^$2,234.96230950342567,µm,mouse,MNT-021,0
208983.90591776784,µm$^2$,69.31370849898475,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6460535929965786,-,208983.90591776784,µm$^$2,351.7156642859296,µm,mouse,MNT-021,0
219136.97017288205,µm$^2$,70.97056274847714,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6461794320908596,-,219136.97017288205,µm$^$2,350.2731481799434,µm,mouse,MNT-021,0
621875.1856257464,µm$^2$,145.11269837220803,µm,1,0,9306.975567188041,µm$^$2,0.0,µm$^$2,0.4386179162140202,-,621875.1856257464,µm$^$2,684.6408789366194,µm,mouse,MNT-021,0
579993.7955734002,µm$^2$,118.3847763108502,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6146467751770337,-,579993.7955734002,µm$^$2,593.4512754635167,µm,mouse,MNT-021,0
125644.17015703856,µm$^2$,54.72792206135786,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6230435434336654,-,125644.17015703856,µm$^$2,286.4796724531079,µm,mouse,MNT-021,0
100684.55386321609,µm$^2$,49.656854249492376,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6064547725883624,-,100684.55386321609,µm$^$2,270.53035228161565,µm,mouse,MNT-021,0
115914.15024588742,µm$^2$,54.142135623730944,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5872995476593595,-,115914.15024588742,µm$^$2,249.03898499373398,µm,mouse,MNT-021,0
309668.4597809839,µm$^2$,92.28427124746186,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5400519957871184,-,309668.4597809839,µm$^$2,504.8605918842977,µm,mouse,MNT-021,0
513998.87791515776,µm$^2$,115.2132034355964,µm,1,1,846.0886879261856,µm$^$2,2961.3104077416497,µm$^$2,0.5751109573383639,-,512729.74488326843,µm$^$2,521.3705758789267,µm,mouse,MNT-021,0
300784.52855775895,µm$^2$,82.52691193458115,µm,0,1,0.0,µm$^$2,15652.640726634432,µm$^$2,0.6559311862055518,-,300361.48421379586,µm$^$2,386.6490896966322,µm,mouse,MNT-021,0
117606.3276217398,µm$^2$,47.31370849898475,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7802803760093296,-,117606.3276217398,µm$^$2,221.8661853919993,µm,mouse,MNT-021,0
135374.1900681897,µm$^2$,55.79898987322331,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6457689698456718,-,135374.1900681897,µm$^$2,305.7659235687383,µm,mouse,MNT-021,0
104491.95295888392,µm$^2$,46.72792206135785,µm,0,1,0.0,µm$^$2,15652.640726634432,µm$^$2,0.710761481447582,-,104491.95295888392,µm$^$2,215.2556233542455,µm,mouse,MNT-021,0
182755.1565920561,µm$^2$,64.14213562373094,µm,0,1,0.0,µm$^$2,15652.640726634432,µm$^$2,0.6597460271692707,-,182755.1565920561,µm$^$2,299.85874908528433,µm,mouse,MNT-021,0
355357.24892899796,µm$^2$,89.7989898732233,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6545099475885625,-,355357.24892899796,µm$^$2,462.2092531541984,µm,mouse,MNT-021,0
2538.2660637785566,µm$^2$,6.82842712474619,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.8085181266789708,-,2538.2660637785566,µm$^$2,41.13608362316923,µm,mouse,MNT-021,0
405276.4815166429,µm$^2$,94.97056274847712,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6673710364640206,-,405276.4815166429,µm$^$2,444.18078751820053,µm,mouse,MNT-021,0
237327.87696329504,µm$^2$,76.72792206135784,µm,0,1,0.0,µm$^$2,29613.104077416494,µm$^$2,0.5987366677196225,-,237327.87696329504,µm$^$2,372.3788445516911,µm,mouse,MNT-021,0
217021.7484530666,µm$^2$,72.38477631085024,µm,0,1,0.0,µm$^$2,29613.104077416494,µm$^$2,0.6151807825023906,-,217021.7484530666,µm$^$2,357.60085723973543,µm,mouse,MNT-021,0
673063.5512452807,µm$^2$,156.66904755831223,µm,0,1,0.0,µm$^$2,47804.010867829486,µm$^$2,0.40727114498710126,-,672217.4625573545,µm$^$2,621.7957771725813,µm,mouse,MNT-021,0
751326.7548784527,µm$^2$,142.42640687119282,µm,1,0,10999.152943040412,µm$^$2,0.0,µm$^$2,0.5501001883918809,-,751326.7548784527,µm$^$2,663.3687353253061,µm,mouse,MNT-021,0
513575.8335711946,µm$^2$,108.91168824543135,µm,1,0,423.0443439630928,µm$^$2,0.0,µm$^$2,0.64305715511895,-,513575.8335711946,µm$^$2,544.5677966223564,µm,mouse,MNT-021,0
254249.65072181876,µm$^2$,76.52691193458116,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6448013868421191,-,254249.65072181876,µm$^$2,392.2279228887667,µm,mouse,MNT-021,0
332089.81001102785,µm$^2$,96.72792206135784,µm,1,0,423.0443439630928,µm$^$2,0.0,µm$^$2,0.5271640776806719,-,331666.76566706476,µm$^$2,461.1911698625867,µm,mouse,MNT-021,0
343935.05164199445,µm$^2$,93.89949493661165,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5793538553381765,-,343935.05164199445,µm$^$2,464.2137206890379,µm,mouse,MNT-021,0
93915.8443598066,µm$^2$,49.65685424949238,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5656847038429262,-,93915.8443598066,µm$^$2,271.7006404511401,µm,mouse,MNT-021,0
143412.03260348845,µm$^2$,55.899494936611646,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6816537035138776,-,143412.03260348845,µm$^$2,274.6864882282119,µm,mouse,MNT-021,0
576609.4408216955,µm$^2$,196.81118318204307,µm,1,0,126490.25884496474,µm$^$2,0.0,µm$^$2,0.22109360433131503,-,576609.4408216955,µm$^$2,692.779768920924,µm,mouse,MNT-021,0
240712.2317149998,µm$^2$,69.55634918610403,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7389559946911197,-,240712.2317149998,µm$^$2,329.1848692405287,µm,mouse,MNT-021,0
335474.1647627326,µm$^2$,100.0416305603426,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.4978419997499339,-,335474.1647627326,µm$^$2,507.4821724551247,µm,mouse,MNT-021,0
109568.48508644103,µm$^2$,47.55634918610404,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7195527179444398,-,109568.48508644103,µm$^$2,239.86252474903333,µm,mouse,MNT-021,0
171756.00364901568,µm$^2$,61.79898987322332,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6679487616781002,-,171756.00364901568,µm$^$2,282.3895515720137,µm,mouse,MNT-021,0
104491.95295888392,µm$^2$,49.07106781186547,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6445042781579027,-,104491.95295888392,µm$^$2,268.17445529678207,µm,mouse,MNT-021,0
110414.57377436722,µm$^2$,49.071067811865476,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6810348850170548,-,110414.57377436722,µm$^$2,238.53608587179423,µm,mouse,MNT-021,0
117183.2832777767,µm$^2$,51.07106781186547,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6672825391287384,-,117183.2832777767,µm$^$2,248.52459479619222,µm,mouse,MNT-021,0
60072.29684275918,µm$^2$,33.31370849898477,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.8039374319318835,-,60072.29684275918,µm$^$2,162.09476679748963,µm,mouse,MNT-021,0
664602.6643660187,µm$^2$,190.81118318204312,µm,1,0,10576.108599077319,µm$^$2,0.0,µm$^$2,0.27111178996673096,-,664602.6643660187,µm$^$2,825.4168134661185,µm,mouse,MNT-021,0
246211.80818652,µm$^2$,74.6274169979695,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6566077929124596,-,246211.80818652,µm$^$2,363.595046017498,µm,mouse,MNT-021,0
86724.09051243402,µm$^2$,43.55634918610404,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6789390490250863,-,86724.09051243402,µm$^$2,218.98928474164225,µm,mouse,MNT-021,0
533458.91773746,µm$^2$,118.87005768508877,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5607251141384557,-,533458.91773746,µm$^$2,606.1468573967419,µm,mouse,MNT-021,0
96877.15476754824,µm$^2$,48.38477631085023,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.614607528173188,-,96877.15476754824,µm$^$2,229.66141157084246,µm,mouse,MNT-021,0
140450.7221957468,µm$^2$,59.79898987322331,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5833514157422942,-,140450.7221957468,µm$^$2,272.68391705423977,µm,mouse,MNT-021,0
2961.3104077416497,µm$^2$,7.414213562373095,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.8001063651376856,-,2961.3104077416497,µm$^$2,41.13608362316923,µm,mouse,MNT-021,0
3384.3547517047423,µm$^2$,8.0,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7853981633974483,-,3384.3547517047423,µm$^$2,41.13608362316923,µm,mouse,MNT-021,0
50342.276931608045,µm$^2$,31.55634918610405,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7508502393947094,-,50342.276931608045,µm$^$2,165.82485446277656,µm,mouse,MNT-021,0
1269.1330318892783,µm$^2$,5.414213562373095,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6430287018168168,-,1269.1330318892783,µm$^$2,32.52092956709159,µm,mouse,MNT-021,0
481001.4190860365,µm$^2$,110.72792206135784,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5826745281491587,-,481001.4190860365,µm$^$2,535.5601656324145,µm,mouse,MNT-021,0
549111.5584640944,µm$^2$,106.97056274847712,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7127315761076569,-,549111.5584640944,µm$^$2,558.848065333162,µm,mouse,MNT-021,0
377778.5991590419,µm$^2$,98.72792206135783,µm,0,1,0.0,µm$^$2,47804.010867829486,µm$^$2,0.5756404901696175,-,377778.5991590419,µm$^$2,482.849314326806,µm,mouse,MNT-021,0
370586.8453116693,µm$^2$,93.11269837220806,µm,0,1,0.0,µm$^$2,7614.79819133567,µm$^$2,0.63484272840446,-,370586.8453116693,µm$^$2,436.5581363246646,µm,mouse,MNT-021,0
637104.7820084178,µm$^2$,127.5979797464466,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5811888096252114,-,637104.7820084178,µm$^$2,616.3552716403562,µm,mouse,MNT-021,0
244942.67515463074,µm$^2$,76.72792206135784,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6179474698924446,-,244942.67515463074,µm$^$2,399.35913370559837,µm,mouse,MNT-021,0
744135.0010310803,µm$^2$,131.49747468305824,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6391619052449979,-,744135.0010310803,µm$^$2,592.1193676785089,µm,mouse,MNT-021,0
148065.52038708248,µm$^2$,62.14213562373095,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5694761807967097,-,148065.52038708248,µm$^$2,305.7659235687383,µm,mouse,MNT-021,0
153565.0968586027,µm$^2$,52.384776310850214,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.8311440608575081,-,153565.0968586027,µm$^$2,254.4126267038513,µm,mouse,MNT-021,0
234789.6108995165,µm$^2$,69.2132034355964,µm,0,1,0.0,µm$^$2,1692.1773758523711,µm$^$2,0.7279389378551323,-,234789.6108995165,µm$^$2,392.9518870631987,µm,mouse,MNT-021,0
395969.50594945485,µm$^2$,92.97056274847712,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6804007718635597,-,395969.50594945485,µm$^$2,443.2878272306342,µm,mouse,MNT-021,0
729751.493336335,µm$^2$,144.18376618407353,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5213582340282321,-,729751.493336335,µm$^$2,646.0133476326871,µm,mouse,MNT-021,0
385393.3973503775,µm$^2$,92.52691193458114,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6685934374501753,-,385393.3973503775,µm$^$2,488.89677268227837,µm,mouse,MNT-021,0
267787.06972863775,µm$^2$,81.2132034355964,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6030180270371042,-,267787.06972863775,µm$^$2,448.97731557219424,µm,mouse,MNT-021,0
120144.59368551835,µm$^2$,48.14213562373094,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7699233737392995,-,120144.59368551835,µm$^$2,232.26891635234134,µm,mouse,MNT-021,0
383701.21997452516,µm$^2$,94.87005768508878,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6331823875358988,-,383701.21997452516,µm$^$2,420.586035288688,µm,mouse,MNT-021,0
76571.0262573198,µm$^2$,39.89949493661167,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7143707215762154,-,76571.0262573198,µm$^$2,194.88830135858956,µm,mouse,MNT-021,0
265671.84800882224,µm$^2$,75.45584412271569,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6930327342480743,-,265671.84800882224,µm$^$2,381.7574838759359,µm,mouse,MNT-021,0
208137.81722984166,µm$^2$,68.14213562373095,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6657535486552122,-,208137.81722984166,µm$^$2,343.2460484750281,µm,mouse,MNT-021,0
1003461.1838804561,µm$^2$,181.39696961967002,µm,1,0,14806.552038708247,µm$^$2,0.0,µm$^$2,0.4529335570085278,-,994577.2526572312,µm$^$2,847.1688681087206,µm,mouse,MNT-021,0
654449.6001109045,µm$^2$,123.35533905932733,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.638784367416537,-,654449.6001109045,µm$^$2,584.1106602401932,µm,mouse,MNT-021,0
118029.37196570289,µm$^2$,53.89949493661166,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6034130248326693,-,118029.37196570289,µm$^$2,274.41190430706627,µm,mouse,MNT-021,0
85031.91313658164,µm$^2$,42.72792206135786,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6917551167840841,-,85031.91313658164,µm$^$2,208.2491335131846,µm,mouse,MNT-021,0
88416.2678882864,µm$^2$,46.727922061357845,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6014135612248774,-,88416.2678882864,µm$^$2,236.75594094997868,µm,mouse,MNT-021,0
107453.26336662557,µm$^2$,54.48528137423856,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5375949604898337,-,107453.26336662557,µm$^$2,279.7556141227056,µm,mouse,MNT-021,0
184870.37831187155,µm$^2$,64.38477631085023,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6623612589884622,-,184870.37831187155,µm$^$2,315.52587214826036,µm,mouse,MNT-021,0
671794.4182133913,µm$^2$,126.42640687119278,µm,0,1,0.0,µm$^$2,1692.1773758523711,µm$^$2,0.6242445740502122,-,670102.240837539,µm$^$2,695.2180686502858,µm,mouse,MNT-021,0
258480.0941614497,µm$^2$,79.35533905932735,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6096334319351666,-,258480.0941614497,µm$^$2,382.59509711963227,µm,mouse,MNT-021,0
481001.4190860365,µm$^2$,113.21320343559641,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5573733178516554,-,481001.4190860365,µm$^$2,575.3539772619288,µm,mouse,MNT-021,0
442927.42812935816,µm$^2$,99.35533905932732,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6664140281984025,-,442927.42812935816,µm$^$2,475.46569417699834,µm,mouse,MNT-021,0
157372.4959542705,µm$^2$,60.142135623730944,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.646197267015417,-,157372.4959542705,µm$^$2,299.82815593629164,µm,mouse,MNT-021,0
423.0443439630928,µm$^2$,3.414213562373095,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5390120844526473,-,423.0443439630928,µm$^$2,20.568041811584614,µm,mouse,MNT-021,0
169217.7375852371,µm$^2$,58.14213562373095,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7434605009897312,-,169217.7375852371,µm$^$2,280.4801213041094,µm,mouse,MNT-021,1
157795.5402982336,µm$^2$,60.727922061357845,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6354945905131045,-,157795.5402982336,µm$^$2,306.8018359328838,µm,mouse,MNT-021,1
226751.76836421774,µm$^2$,70.14213562373095,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6845208619667494,-,226751.76836421774,µm$^$2,345.70222326385715,µm,mouse,MNT-021,1
102376.73123906845,µm$^2$,44.14213562373095,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7803484153673803,-,102376.73123906845,µm$^$2,215.06778923334326,µm,mouse,MNT-021,1
520344.5430746041,µm$^2$,117.45584412271567,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5601904735557249,-,520344.5430746041,µm$^$2,562.1778694082784,µm,mouse,MNT-021,1
182332.11224809298,µm$^2$,63.55634918610403,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.670408101168071,-,182332.11224809298,µm$^$2,285.74036884010087,µm,mouse,MNT-021,1
154411.18554652887,µm$^2$,55.21320343559643,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7522926904615282,-,154411.18554652887,µm$^$2,262.2174037561956,µm,mouse,MNT-021,1
432351.31953028083,µm$^2$,110.14213562373094,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.529326672010433,-,432351.31953028083,µm$^$2,529.4023780410785,µm,mouse,MNT-021,1
383278.17563056207,µm$^2$,97.94112549695423,µm,0,1,0.0,µm$^$2,3807.399095667835,µm$^$2,0.5934414609797662,-,383278.17563056207,µm$^$2,463.4374989703098,µm,mouse,MNT-021,1
452234.4036965462,µm$^2$,102.18376618407352,µm,0,1,0.0,µm$^$2,3807.399095667835,µm$^$2,0.6432706886353945,-,451811.3593525831,µm$^$2,536.3489105935641,µm,mouse,MNT-021,1
428543.920434613,µm$^2$,110.8700576850888,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.5177984746487806,-,428543.920434613,µm$^$2,504.488382257889,µm,mouse,MNT-021,1
292746.6860224602,µm$^2$,96.14213562373094,µm,0,1,0.0,µm$^$2,9306.975567188041,µm$^$2,0.4703903816486201,-,292323.64167849714,µm$^$2,480.16577081242013,µm,mouse,MNT-021,1
183601.24527998228,µm$^2$,62.97056274847713,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6876927549140252,-,183601.24527998228,µm$^$2,331.96844970928436,µm,mouse,MNT-021,1
140027.67785178372,µm$^2$,65.07106781186548,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.491170183486499,-,140027.67785178372,µm$^$2,331.6497089255531,µm,mouse,MNT-021,1
137489.41178800515,µm$^2$,53.071067811865476,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.7250159776925162,-,137489.41178800515,µm$^$2,269.0664757910607,µm,mouse,MNT-021,1
430659.14215442847,µm$^2$,114.28427124746187,µm,0,3,0.0,µm$^$2,46957.9221799033,µm$^$2,0.48972775693233045,-,430659.14215442847,µm$^$2,521.3501615961072,µm,mouse,MNT-021,1
680255.3050926531,µm$^2$,147.254833995939,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.4659365630914632,-,680255.3050926531,µm$^$2,683.9199130478902,µm,mouse,MNT-021,1
190369.95478339176,µm$^2$,73.11269837220806,µm,0,1,0.0,µm$^$2,3807.399095667835,µm$^$2,0.5289404211724281,-,190369.95478339176,µm$^$2,390.2511548050991,µm,mouse,MNT-021,1
338012.4308265111,µm$^2$,89.35533905932735,µm,0,0,0.0,µm$^$2,0.0,µm$^$2,0.6287610542897817,-,338012.4308265111,µm$^$2,459.9153965476111,µm,mouse,MNT-021,1
